,Floor,Number of floors,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Terrace surface,Terrace orientation,Accessible for disabled people,Intercom,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Website,Available as of,Living room surface,Garden surface,Elevator,TV cable,Heating type,Double glazing,Garden orientation,Price,Kitchen type,Kitchen surface,Neighbourhood or locality,Construction year,Building condition,Virtual visit,Basement,Furnished,Thermic solar panels,External reference,Number of frontages,Swimming pool,Property name,Street frontage width,Dining room,Dressing room,Laundry room,Basement surface,Visio phone,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Monthly charges,Cadastral income,Agent's name,Flood zone type,Office,Armored door,Caretaker,Secure access / alarm,As built plan,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Common water heater,Total ground floor buildable,Living room,Garden,Terrace,Available date,Bedroom 4 surface,Obligation to build,How many fireplaces?,Jacuzzi,Sauna,Office surface,Professional space,Attic surface,Sea view,Attic,Internet,Type of building,Number of annexes,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Air conditioning
9250821,2,,,,Urban,121m² square meters,3,,,,2,,1,23m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22.2.04,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250828,1,,,,Urban,77m² square meters,2,,,,1,,1,20m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22.1.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250827,1,,,,Urban,92m² square meters,2,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 333,000 333000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.1.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250826,1,,,,Urban,110m² square meters,2,,,,1,,1,26m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 390,000 390000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.1.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337290,5,12,,,,66m² square meters,1,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 304,000 304000 €",,,,,As new,,,No,,4365567,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337289,5,12,,,,66m² square meters,1,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 309,000 309000 €",,,,,As new,,,No,,4365566,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337288,5,12,,,,70m² square meters,1,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 324,000 324000 €",,,,,As new,,,No,,4365565,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337291,6,12,,,,70m² square meters,1,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 329,000 329000 €",,,,,As new,,,No,,4365568,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337292,7,12,,,,84m² square meters,1,,,,1,,,16m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 374,000 374000 €",,,,,As new,,,No,,4365569,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337293,7,12,,,,84m² square meters,1,,,,1,,,16m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 384,000 384000 €",,,,,As new,,,No,,4365570,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337296,9,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 424,000 424000 €",,,,,As new,,,No,,4365573,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337295,8,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 429,000 429000 €",,,,,As new,,,No,,4365572,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337300,10,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 439,000 439000 €",,,,,As new,,,No,,4365576,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337297,9,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 434,000 434000 €",,,,,As new,,,No,,4365574,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337294,8,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 419,000 419000 €",,,,,As new,,,No,,4365571,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337303,11,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 444,000 444000 €",,,,,As new,,,No,,4365579,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337299,10,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 429,000 429000 €",,,,,As new,,,No,,4365575,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337305,12,12,,,,130m² square meters,2,,,,2,,,39m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 699,000 699000 €",,,,,As new,,,No,,4365581,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337302,11,12,,,,95m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 434,000 434000 €",,,,,As new,,,No,,4365578,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337306,12,12,,,,164m² square meters,3,,,,2,,,20m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 799,000 799000 €",,,,,As new,,,No,,4365582,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337304,12,12,,,,101m² square meters,2,,,,2,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 489,000 489000 €",,,,,As new,,,No,,4365580,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337301,10,12,,,,102m² square meters,2,,,,2,,,25m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,"€ 509,000 509000 €",,,,,As new,,,No,,4365577,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337307,3,12,,,,70m² square meters,1,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,,,,,,As new,,,No,,4365583,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337308,4,12,,,,66m² square meters,1,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,,,,,,As new,,,No,,4365584,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337475,1,3,1,1,,151m² square meters,3,,,,2,2,1,28m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 630,000 630000 €",,,,,As new,,Yes,No,,4365938,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337310,3,12,,,,46m² square meters,,,,,1,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,,,,,,As new,,,No,,4365587,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337481,3,3,1,1,,151m² square meters,2,,,,2,2,1,23m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 705,000 705000 €",,,,,As new,,Yes,No,,4365941,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337474,1,3,1,1,,151m² square meters,2,,,,2,1,1,23m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 610,000 610000 €",,,,,As new,,Yes,No,,4365937,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337477,2,3,1,1,,151m² square meters,3,,,,2,2,1,19m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 645,000 645000 €",,,,,As new,,Yes,No,,4365939,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337479,2,3,1,1,,167m² square meters,3,,,,2,2,1,27m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 665,000 665000 €",,,,,As new,,Yes,No,,4365940,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337311,4,12,,,,70m² square meters,1,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,,,,,,As new,,,No,,4365588,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337309,2,12,,,,70m² square meters,1,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,http://www.oralis.be,At delivery,,,,,,,,,,,,,As new,,,No,,4365586,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9337482,3,3,1,1,,167m² square meters,3,,,,2,2,1,28m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 725,000 725000 €",,,,,As new,,Yes,No,,4365942,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337571,2,2,1,,"Living area (residential, urban or rural)",116m² square meters,3,,,,,,,9m² square meters,South,Yes,,Not specified,B,RWPEB-049641,Not specified,Not specified,No,Rue Natalis 2 4020- Liège,http://www.horizongroupe.com,After signing the deed,,,,,Pellet,Yes,,,,,,,,,,,,,,,Résidences Mirabelle & Altesse,,,,,,,Yes,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9337636,1,,,,,158m² square meters,3,,,,1,1,1,21m² square meters,,Yes,Yes,92 kWh/m² kilowatt hour per square meters,B,008407.110,693 kg CO₂/m²,14457 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 470,000 470000 €",,,,,As new,,Yes,No,,4365979,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337637,2,,,,,146m² square meters,2,,,,1,1,1,26m² square meters,,Yes,Yes,134 kWh/m² kilowatt hour per square meters,B,008407.13,776 kg CO₂/m²,19491 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 460,000 460000 €",,,,,As new,,Yes,No,,4365981,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338257,7,10,,,,100m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,No,,No,,,,,,2024,,,Yes,No,,C-Vision 07.01,,No,,,,No,,,Yes,Yes,,,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9337635,1,,,,,146m² square meters,2,,,,1,1,1,10m² square meters,,Yes,Yes,92 kWh/m² kilowatt hour per square meters,B,008407.11,640 kg CO₂/m²,13418 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 440,000 440000 €",,,,,As new,,Yes,No,,4365977,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338258,6,10,,,,100m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,No,,No,,,,,,2024,,,Yes,No,,C-Vision 06.01,,No,,,,No,,,Yes,Yes,,,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9337638,2,,,,,158m² square meters,3,,,,1,1,1,20m² square meters,,Yes,Yes,143 kWh/m² kilowatt hour per square meters,B,008407.12,888 kg CO₂/m²,22599 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,http://www.start-immo.be,,,,Yes,,,Yes,,"€ 480,000 480000 €",,,,,As new,,Yes,No,,4365982,2,Yes,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337736,1,2,,,Countryside,62m² square meters,2,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,,,,,,,Yes,,,Installed,,,,Good,,Yes,No,,douanier,,,,,,,,,,,,,,,,,Marie Christine CONRARD,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337907,2,3,2,,,155m² square meters,3,16m² square meters,14m² square meters,11m² square meters,2,,2,21m² square meters,,,,273 kWh/m² kilowatt hour per square meters,E,0000588866-01-9,43 kg CO₂/m²,Not specified,No,Chaussée de la Hulpe 166 1170- Watermael-Boitsfort,http://www.thekeys.be,After signing the deed,51m² square meters,,Yes,,,Yes,,,Installed,14m² square meters,Chant d'Oiseau,1976,To be done up,,,No,,1111 - 1934,3,,,,,,,9m² square meters,,,,,,,€ 400 400 €,"€ 3,505 3505 €",,,,Yes,,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
9338260,4,10,,,,100m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,No,,No,,,,,,2024,,,Yes,No,,C-Vision 04.01,,No,,,,No,,,Yes,Yes,,,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9338261,3,10,,,,100m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,No,,No,,,,,,2024,,,Yes,No,,C-Vision 03.01,,No,,,,No,,,Yes,Yes,,,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9338259,5,10,,,,100m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,No,,No,,,,,,2024,,,Yes,No,,C-Vision 05.01,,No,,,,No,,,Yes,Yes,,,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9338358,5,5,,,,162m² square meters,3,,,,1,,,80m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,South East,,,,,,,,,No,,S0550-02-0063,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338360,2,4,,,,100m² square meters,2,14m² square meters,14m² square meters,,1,,,14m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,,,S0550-01-0046,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338396,2,2,,,,110m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,http://www.vastgoeddevos.be,,,,Yes,Yes,Gas,Yes,East,"€ 305,000 305000 €",,,,2022,,,,No,,VA1028,,No,Residentie Caro,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,30,,,,,,,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
9338364,2,4,,,,101m² square meters,2,20m² square meters,20m² square meters,,1,,,20m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,South East,,,,,,,,,,,S0550-01-0014,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338395,2,2,,,,102m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,http://www.vastgoeddevos.be,,,,Yes,Yes,Gas,Yes,East,"€ 290,000 290000 €",,,,2022,,,,No,,VA1029,,No,Residentie Caro,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,30,,,,,,,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
9338398,1,2,,,,110m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,http://www.vastgoeddevos.be,,,,Yes,Yes,Gas,Yes,East,"€ 310,000 310000 €",,,,2022,,,,No,,VA1026,,No,Residentie Caro,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,30,,,,,,,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
9338361,3,3,,,,161m² square meters,3,44m² square meters,44m² square meters,44m² square meters,2,,,44m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,South West,,,,,,,,,,,S0550-01-0048,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338362,4,4,,,,101m² square meters,2,20m² square meters,20m² square meters,,1,,,20m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,North East,,,,,,,,,,,S0550-01-0027,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338363,2,4,,,,72m² square meters,1,18m² square meters,,,1,,,18m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Spinnerijstraat 101 bus 21 8500- Kortrijk,http://www.matexi.be,,,,Yes,No,,No,South,,,,,,,,,,,S0550-01-0016,,No,Het Laere,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9338449,1,,,,,69m² square meters,1,,,,,,,10m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Het Dorlik 16 3500- Hasselt,,,,,Yes,No,,No,,,,,,,,,,No,,KP Casa Sonuwe 1.3,,No,,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,29,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9338450,2,,,,,102m² square meters,2,,,,,,,15m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Het Dorlik 16 3500- Hasselt,,,,,Yes,No,,No,,,,,,,,,,No,,KP Casa Sonuwe 2.2,,No,,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,29,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9338397,1,2,,,,89m² square meters,2,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,http://www.vastgoeddevos.be,,,,Yes,Yes,Gas,Yes,East,"€ 300,000 300000 €",,,,2022,,,,No,,VA1027,,No,Residentie Caro,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,30,,,,,,,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
9338451,2,,,,,102m² square meters,2,,,,,,,15m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Het Dorlik 16 3500- Hasselt,,,,,Yes,No,,No,,,,,,,,,,No,,KP Casa Sonuwe 2.4,,No,,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,29,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9338458,3,,,,,116m² square meters,2,,,,,,,21m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Het Dorlik 16 3500- Hasselt,,,,107m² square meters,Yes,No,,No,,,,,,,,,,No,,KP Casa Sonuwe 3.2,,No,,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,29,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9339564,4,,,,"Living area (residential, urban or rural)",55m² square meters,,,,,1,,1,,,,Yes,184 kWh/m² kilowatt hour per square meters,D,20200626-0000570577-01-3,47 kg CO₂/m²,Not specified,,219 Chaussée de la Hulpe 1170- Watermael-Boitsfort,,Depending on the tenant,27m² square meters,,,Yes,Fuel oil,Yes,,,Not installed,6m² square meters,Drève de Nivelles,1963,Good,,Yes,,,,,,EUROPAII,,,,,,,,,,No,"Living area (residential, urban or rural)",,,TONON PIERRE,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9338459,1,,,,,102m² square meters,2,,,,,,,15m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Het Dorlik 16 3500- Hasselt,,,,,Yes,No,,No,,,,,,,,,,No,,KP Casa Sonuwe 1.2,,No,,,,No,,,Yes,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,29,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
