,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Elevator,Accessible for disabled people,Intercom,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Outdoor parking spaces,Garden surface,Garden orientation,Conformity certification for fuel tanks,Covered parking spaces,Terrace surface,Planning permission obtained,Agent's name,Garden,Terrace,E-level (overall energy performance),Neighbourhood or locality,Attic surface,Bedroom 4 surface,Bedroom 5 surface,Basement surface,Professional space surface,Secure access / alarm,Living room,How many fireplaces?,Dressing room,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Obligation to build,Terrace orientation,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Maximum duration of annuity,Monthly charges,Number of annexes,Percentage rented,Property name,EPC description,Extra information,Age of annuitant
10088034,10088034,house,house,350000,forsale,5550,xl,hyperequipped,,asnew,fueloil,68415,3,519,true,,485,true,,,,1,,Namur,,January 31 2023 - 12:00 AM,,As new,,,,Link to the virtual visit,250m²square meters,42m²square meters,,Hyper equipped,10m²square meters,3,30m²square meters,19m²square meters,18m²square meters,,,2,,,,Yes,No,519m²square meters,,Connected,Yes,,,,,,68415 kWh/m²kilowatt hour per square meters,C,20220718003705,Not specified,Not specified,,Fuel oil,Yes,,,No,,,"Living area (residential, urban or rural)","€ 350,000350000 €",,No,Rue De Bouillon 59 5570- Beauraing,http://www.condrogest.be,,Namur,1,485m²square meters,South West,,,25m²square meters,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,No,,,,,,West,,,,,,,,,,,,,,,,,,,,,,
10024660,10024660,house,exceptionalproperty,350000,forsale,5370,xl,installed,1937,tobedoneup,fueloil,515,4,1206,true,true,1000,true,,,,6,,Namur,,,1937,To be done up,18 m,4,"Living area (residential, urban or rural)",,280m²square meters,40m²square meters,Yes,Installed,12m²square meters,4,16m²square meters,15m²square meters,16m²square meters,1,,2,,No,,,,1206m²square meters,18 mmeters,Connected,Yes,No,No,No,Yes,No,515 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,No,Non flood zone,,"€ 350,000350000 €",,No,,,,Namur,6,1000m²square meters,,"Yes, conform",,24m²square meters,,,,,,,70m²square meters,16m²square meters,,90m²square meters,,No,,2,No,,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,All kind,No,North East,,,,,,,,,Yes,,,,,,,,,,,,,
10154260,10154260,house,house,180000,forsale,5190,xl,usainstalled,,good,fueloil,433,3,149,,,,true,,,,,,Namur,Depending on the tenant,,,Good,,3,,,101m²square meters,32m²square meters,,USA installed,12m²square meters,3,11m²square meters,10m²square meters,19m²square meters,1,,2,,No,,,No,149m²square meters,,,,No,No,No,No,No,433 kWh/m²kilowatt hour per square meters,F,20221003026717,Not specified,Not specified,,Fuel oil,Yes,,,,,,Extended residential area,"€ 180,000180000 €",€ 267267 €,No,Avenue Général Mellier 20 5030- Gembloux,http://www.om-immo.be,spir2268,Namur,,,South,No,,15m²square meters,,,Yes,,,,,,,,,Yes,,,No,Yes,,,,,,,No,,No,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
10136472,10136472,house,villa,665000,forsale,5003,xl,installed,,good,fueloil,219,5,1415,,true,,true,,true,1,1,,Namur,To be defined,,,Good,,,,Link to the virtual visit,280m²square meters,85m²square meters,,Installed,32m²square meters,5,20m²square meters,17m²square meters,20m²square meters,,,2,,,Yes,,No,1415m²square meters,,Connected,Yes,No,,,,Yes,219 kWh/m²kilowatt hour per square meters,C,20170917008202,Not specified,Not specified,No,Fuel oil,Yes,,,No,No,,"Living area (residential, urban or rural)","€ 665,000665000 €",,No,Avenue Jean Materne 24 5100- Jambes,,,Namur,1,,South,,1,50m²square meters,Yes,,Yes,,,,,16m²square meters,12m²square meters,,,No,,,No,,,,,,,,No,,,,,,No,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10153339,10153339,house,villa,270000,forsale,5660,xl,installed,1993,,electric,283,3,567,,,170,true,,,1,2,,Namur,To be defined,,1993,,,4,,,146m²square meters,38m²square meters,,Installed,,3,13m²square meters,9m²square meters,,1,1,1,,,,,No,567m²square meters,,Connected,,,,,,,283 kWh/m²kilowatt hour per square meters,D,20220930010288,74 kg CO₂/m²,41220 kWh/year,No,Electric,Yes,,,,,,,"€ 270,000270000 €",€ 877877 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,4-COUV-113,Namur,2,170m²square meters,South East,,1,25m²square meters,,Mel VANDEWEYER,,,,,,,,,,,,1,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10140033,10140033,house,otherproperty,36000,forsale,5540,xl,installed,2005,,gas,,2,245,,,218,,,,,,,Namur,After signing the deed,,2005,,,4,,,28m²square meters,9m²square meters,,Installed,5m²square meters,2,9m²square meters,3m²square meters,,,1,1,,,,,Yes,245m²square meters,11.2 mmeters,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,,,,,,,,"€ 36,00036000 €",€ 180180 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5715 - 4604109,Namur,,218m²square meters,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165853,10165853,house,house,775000,forsale,5020,xl,usahyperequipped,,,gas,223,4,12748,,,4000,true,true,,3,,,Namur,After signing the deed,,,,,4,,,210m²square meters,70m²square meters,,USA hyper equipped,39m²square meters,4,21m²square meters,12m²square meters,11m²square meters,1,1,2,21m²square meters,Yes,,,No,12748m²square meters,,,,,,,,,223 kWh/m²kilowatt hour per square meters,C,20220726011413,235 kg CO₂/m²,52302 kWh/year,No,Gas,Yes,,,,,,,"€ 775,000775000 €",€ 213213 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5871 - 4604105,Namur,,4000m²square meters,South,,3,80m²square meters,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165856,10165856,house,exceptionalproperty,775000,forsale,5020,xl,usahyperequipped,,,gas,223,4,12748,,,4000,true,true,,3,,,Namur,After signing the deed,,,,,4,,,210m²square meters,70m²square meters,,USA hyper equipped,39m²square meters,4,21m²square meters,12m²square meters,11m²square meters,1,1,2,21m²square meters,Yes,,,No,12748m²square meters,,,,,,,,,223 kWh/m²kilowatt hour per square meters,C,20220726011413,235 kg CO₂/m²,52302 kWh/year,No,Gas,Yes,,,,,,,"€ 775,000775000 €",€ 213213 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5872 - 4604105,Namur,,4000m²square meters,South,,3,80m²square meters,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026761,10026761,house,mixedusebuilding,149000,forsale,5580,xl,,,torenovate,gas,482,2,0,,true,,true,,,,,,Namur,After signing the deed,,,To renovate,,2,,,320m²square meters,,,,,2,,,,1,1,5,,,Yes,,No,,,,,,,,,,482 kWh/m²kilowatt hour per square meters,F,20220426007405,9 kg CO₂/m²,51651 kWh/year,No,Gas,Yes,,,,,,,"€ 149,000149000 €","€ 1,2701270 €",Yes,Chaussée de Rochefort 73 6900- Marloie,http://www.luxinvest.be,218 - 1368,Namur,,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092315,10092315,house,villa,160000,forsale,5680,xl,semiequipped,,tobedoneup,,267,5,1142,true,true,1142,true,,,1,1,,Namur,To be defined,,,To be done up,,,,Link to the virtual visit,240m²square meters,23m²square meters,,Semi equipped,8m²square meters,5,17m²square meters,17m²square meters,15m²square meters,,,1,,,Yes,Yes,No,1142m²square meters,,Connected,Yes,,,,,,267 kWh/m²kilowatt hour per square meters,D,20211221008547,Not specified,Not specified,,,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 160,000160000 €",€ 576576 €,No,Rue Grande 70 5500- Dinant,http://www.condrogest.be,,Namur,1,1142m²square meters,,,1,,,,,Yes,,,,16m²square meters,13m²square meters,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013187,10013187,house,house,240000,forsale,5560,xl,installed,1972,good,fueloil,329,4,390,,,,true,,,,,,Namur,After signing the deed,,1972,Good,,3,,,178m²square meters,,,Installed,,4,,,,1,,,,,,,No,390m²square meters,,,Yes,,,,,,329 kWh/m²kilowatt hour per square meters,D,20151110018099,1000 kg CO₂/m²,58383 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 240,000240000 €",€ 372372 €,No,Rue de la Libération 59 5580- Rochefort,http://www.lesviviers.be/,9585 - 354977,Namur,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029401,10029401,house,house,195000,forsale,5660,xl,semiequipped,1966,,fueloil,552,3,33491,,true,1000,true,,,1,4,,Namur,After signing the deed,,1966,,,3,,,139m²square meters,47m²square meters,,Semi equipped,,3,24m²square meters,12m²square meters,6m²square meters,1,,1,,,Yes,,No,33491m²square meters,,,,,,,,,552 kWh/m²kilowatt hour per square meters,G,20220714006950,136 kg CO₂/m²,76740 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 195,000195000 €",€ 335335 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,4-gonr-098,Namur,4,1000m²square meters,North,,1,,,Romain PIERSON,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9825224,9825224,house,house,250000,forsale,5170,xl,,,tobedoneup,fueloil,512,4,363,,true,,,,,2,,,Namur,After signing the deed,,,To be done up,,3,,,188m²square meters,,,,17m²square meters,4,22m²square meters,19m²square meters,19m²square meters,1,1,3,,,Yes,,No,363m²square meters,,,Yes,,,,,,512 kWh/m²kilowatt hour per square meters,G,20210909010219,127 kg CO₂/m²,85006 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 250,000Make an offer starting from250000 €",€ 971971 €,No,Place Joséphine Charlotte 4 5100- Jambes,http://www.primogest-immobilier.be,15751 - 22/LC014/124,Namur,,,,"Yes, conform",2,,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133670,10133670,house,house,239000,forsale,5590,xl,installed,1965,good,fueloil,,2,400,true,true,,,true,,1,4,,Namur,After signing the deed,,1965,Good,5.66 m,3,Isolated,,100m²square meters,26m²square meters,,Installed,6m²square meters,2,14m²square meters,11m²square meters,,1,,1,6m²square meters,Yes,,,,400m²square meters,,Connected,No,No,No,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,Yes,73m²square meters,,,,,,"Make an offer starting from€ 239,000Make an offer starting from239000 €",€ 716716 €,No,Rue du Commerce 67 5590- Ciney,http://www.weinvest.be,4430032,Namur,4,,,,1,,,,,,,,49m²square meters,,,40m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124123,10124123,house,house,295000,forsale,5030,xl,installed,,good,,544,4,600,true,true,600,,,,1,,,Namur,To be defined,,,Good,,,,Link to the virtual visit,184m²square meters,35m²square meters,,Installed,13m²square meters,4,17m²square meters,9m²square meters,13m²square meters,,,1,,,Yes,Yes,No,600m²square meters,,Connected,Yes,,,,,,544 kWh/m²kilowatt hour per square meters,G,20220609010643,Not specified,Not specified,,,,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 928928 €,No,Ch. de Charleroi 95 1360- Thorembais-St-Trond,http://www.immovillages.com,,Namur,,600m²square meters,South,,1,,,,,,,,,18m²square meters,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996916,9996916,house,villa,389000,forsale,5660,xl,installed,,good,,244,4,3505,true,true,,true,,,,,,Namur,To be defined,,,Good,,,,Link to the virtual visit,234m²square meters,43m²square meters,,Installed,23m²square meters,4,14m²square meters,9m²square meters,33m²square meters,,1,4,,,Yes,Yes,No,3505m²square meters,,Connected,Yes,,,,,,244 kWh/m²kilowatt hour per square meters,C,20220330005248,Not specified,Not specified,,,,,,,,,,"€ 389,000389000 €",€ 231231 €,No,Rue du Vieux-Mayeur 51 4000- Liège,http://www.wawcestbeau.com,,Namur,,,,,,,,,,Yes,,,,9m²square meters,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141268,10141268,house,house,120000,forsale,5542,xl,hyperequipped,,asnew,,321,2,42,,,,true,,,,,,Namur,To be defined,,,As new,,2,,Link to the virtual visit,58m²square meters,34m²square meters,,Hyper equipped,,2,8m²square meters,12m²square meters,,,,1,,,,,No,42m²square meters,,Connected,Yes,,,,,,321 kWh/m²kilowatt hour per square meters,D,20220923008310,Not specified,Not specified,,,Yes,,,,,Non flood zone,Leisure area,"€ 120,000120000 €",,No,Rue Grande 70 5500- Dinant,http://www.condrogest.be,,Namur,,,,,,19m²square meters,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,North East,,,,,,,,,,,,,,,,,,,,,,
9870321,9870321,house,house,795000,forsale,5650,xl,,1910,torenovate,fueloil,493,7,50000,,true,,true,,,1,,,Namur,,,1910,To renovate,,4,,,444m²square meters,,,,,7,18m²square meters,24m²square meters,16m²square meters,3,,2,,,Yes,,No,50000m²square meters,,,No,No,,,,,493 kWh/m²kilowatt hour per square meters,F,20210303011110,123 kg CO₂/m²,218864 kWh/year,,Fuel oil,,,,,,,,"€ 795,000795000 €","€ 1,7361736 €",No,Chaussée de Louvain 433 1380- Lasne,http://www.sothebysrealty.be,4676992,Namur,,,,,1,,,,,Yes,,,,16m²square meters,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139362,10139362,house,house,155000,forsale,5070,xl,semiequipped,,,,542,3,0,,,,true,,,,,,Namur,After signing the deed,,,,,2,,,81m²square meters,28m²square meters,,Semi equipped,,3,15m²square meters,10m²square meters,8m²square meters,,1,1,,,,,No,,,,Yes,,,,,,542 kWh/m²kilowatt hour per square meters,G,20220426029749,Not specified,53659 kWh/year,No,,,,,,,Non flood zone,,"€ 155,000155000 €",€ 423423 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5708 - 4604132,Namur,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140123,10140123,house,house,197500,forsale,5651,xl,,,,,266,5,785,,true,600,true,,,1,2,,Namur,,,,,14 m,4,,,155m²square meters,,Yes,,13m²square meters,5,28m²square meters,19m²square meters,13m²square meters,1,,2,,,,,No,785m²square meters,,,Yes,,,,,,266 kWh/m²kilowatt hour per square meters,D,20190524013259,266 kg CO₂/m²,61068 kWh/year,No,,,,,,,Non flood zone,,"Make an offer starting from€ 197,500Make an offer starting from197500 €",,No,Rue de gilly 81 6200- Châtelineau,,544 - 345345805,Namur,2,600m²square meters,,,1,30m²square meters,,,,,,,,12m²square meters,9m²square meters,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604976,9604976,house,apartmentblock,150000,forsale,5140,xl,notinstalled,,torenovate,gas,250,4,0,,true,,,,,,,,Namur,After signing the deed,,,To renovate,,,,,229m²square meters,,,Not installed,16m²square meters,4,24m²square meters,16m²square meters,,1,2,2,,,Yes,,No,,,,,,,,,,250 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 150,000150000 €",,Yes,Chaussé de Nivelles 22 5140- Sombreffe,http://www.davidrobin.be,5925 - 3002,Namur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147444,10147444,house,house,199000,forsale,5580,xl,installed,1899,,fueloil,377,5,285,,true,,true,,,1,1,,Namur,After signing the deed,,1899,,,3,,,239m²square meters,16m²square meters,Yes,Installed,18m²square meters,5,17m²square meters,,,1,1,2,,,Yes,,No,285m²square meters,,,Yes,,,,,,377 kWh/m²kilowatt hour per square meters,E,20220220006340,93 kg CO₂/m²,90283 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 199,000Make an offer starting from199000 €",€ 788788 €,No,Rue De Behogne 39 5580- Rochefort,,18747 - 03975/594,Namur,1,,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996333,9996333,house,mixedusebuilding,155000,forsale,5060,xl,notinstalled,,torenovate,electric,855,2,201,,true,,,,,,,,Namur,After signing the deed,,,To renovate,5 m,2,,,149m²square meters,,,Not installed,,2,26m²square meters,16m²square meters,,,1,1,,,Yes,,No,201m²square meters,5 mmeters,,Yes,,,,,,855 kWh/m²kilowatt hour per square meters,G,20220701006291,Not specified,97710 kWh/year,No,Electric,Yes,,,,,,,"€ 155,000155000 €",€ 689689 €,Yes,Rue du centre 24 5060- Auvelais,http://www.century21.be/alliance,1175 - V621,Namur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981525,9981525,house,house,159000,forsale,5580,xl,usasemiequipped,,tobedoneup,gas,284,2,255,,true,184,,true,,,1,,Namur,Depending on the tenant,,,To be done up,7 m,3,Urban,Link to the virtual visit,106m²square meters,,Yes,USA semi equipped,13m²square meters,2,16m²square meters,10m²square meters,,1,1,2,15m²square meters,Yes,,,No,255m²square meters,19 mmeters,Connected,No,No,No,,Yes,No,284 kWh/m²kilowatt hour per square meters,D,20220324004976,55 kg CO₂/m²,36795 kWh/year,,Gas,Yes,56m²square meters,,,,,,"Make an offer starting from€ 159,000Make an offer starting from159000 €",€ 224224 €,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4804462,Namur,1,184m²square meters,,,,,,,,,,,,,,26m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087011,10087011,house,house,180000,forsale,5070,xl,semiequipped,,tobedoneup,fueloil,588,2,150,,true,,,,,,2,,Namur,,,,To be done up,5 m,2,,,155m²square meters,27m²square meters,,Semi equipped,18m²square meters,2,16m²square meters,11m²square meters,,,1,1,,,Yes,,No,150m²square meters,6 mmeters,,Yes,,,,,,588 kWh/m²kilowatt hour per square meters,G,20220829011678,Not specified,71043 kWh/year,No,Fuel oil,,,,,,,,"€ 180,000180000 €",€ 337337 €,No,Rue du centre 24 5060- Auvelais,http://www.century21.be/alliance,1204 - V637,Namur,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997946,9997946,house,house,212000,forsale,5140,xl,,1950,good,,565,3,286,,true,145,,true,,,1,,Namur,,,1950,Good,10 m,3,,,180m²square meters,16m²square meters,,,,3,,,,1,,2,12m²square meters,Yes,Yes,,No,286m²square meters,,,,,,,,,565 kWh/m²kilowatt hour per square meters,G,20171115002733,Not specified,Not specified,No,,Yes,,,,,,,"€ 212,000212000 €",€ 537537 €,No,Chaussée de Bruxelles 23 (sur N5) 1470- Genappe,http://maisonblanche.century21.be/fr/voir-nos-avis-clients/,4122 - 650568,Namur,1,145m²square meters,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123632,10123632,house,apartmentblock,190000,forsale,5150,xl,installed,,,gas,327,3,0,,,,,true,,,10,,Namur,To be defined,,,,,3,,,120m²square meters,24m²square meters,,Installed,21m²square meters,3,22m²square meters,12m²square meters,7m²square meters,1,1,3,10m²square meters,Yes,,,No,,,,,,,,,,327 kWh/m²kilowatt hour per square meters,D,20141223024343,Not specified,28335 kWh/year,No,Gas,,,,,,,,"€ 190,000190000 €","€ 1,0231023 €",Yes,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5577 - 4603981,Namur,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016762,10016762,house,townhouse,190000,forsale,5150,xl,installed,1874,torenovate,,611,3,1304,,,1097,true,,,,1,,Namur,After signing the deed,,1874,To renovate,,4,,,207m²square meters,35m²square meters,,Installed,21m²square meters,3,135m²square meters,13m²square meters,145m²square meters,1,1,2,,,,,No,1304m²square meters,,Connected,,,,,,,611 kWh/m²kilowatt hour per square meters,G,20220710000455,7 kg CO₂/m²,122662 kWh/year,,,Yes,,,,,,,"€ 190,000190000 €",€ 203203 €,No,Chaussée de Marche 4745101- Erpent,http://www.latouretpetit.be,4842677,Namur,1,1097m²square meters,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955419,9955419,house,house,249000,forsale,5100,xl,hyperequipped,,good,pellet,745,2,3814,true,true,3716,true,true,,,6,,Namur,After signing the deed,,,Good,5 m,3,Isolated,Link to the virtual visit,91m²square meters,16m²square meters,Yes,Hyper equipped,16m²square meters,2,17m²square meters,8m²square meters,,1,,1,5m²square meters,Yes,,,No,3814m²square meters,62.78 mmeters,Not connected,No,No,No,,Yes,No,745 kWh/m²kilowatt hour per square meters,G,20170428013999,8 kg CO₂/m²,89070 kWh/year,No,Pellet,Yes,98m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 468468 €,No,Avenue de Dessus de Lives 2 5101- Jambes,http://www.weinvest.be,4794152,Namur,6,3716m²square meters,,,,44m²square meters,,,,,,Namur Centre,38m²square meters,,,23m²square meters,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086531,10086531,house,house,225000,forsale,5500,xl,installed,,justrenovated,gas,240,3,87,,true,,,,,,,,Namur,After signing the deed,,,Just renovated,,2,,,173m²square meters,35m²square meters,Yes,Installed,14m²square meters,3,14m²square meters,,,1,,2,,,,,No,87m²square meters,,,Yes,,,,,,240 kWh/m²kilowatt hour per square meters,C,20220830018857,35 kg CO₂/m²,41110 kWh/year,No,Gas,Yes,,,,,,,"€ 225,000225000 €","€ 1,2271227 €",No,Rue Grande 2 5500- Dinant,http://www.century21.be/immodemeuse-dinant,18664 - 04071/156,Namur,,,,,,,,,,,,,,,,30m²square meters,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098420,10098420,house,villa,250000,forsale,5060,xl,semiequipped,,tobedoneup,fueloil,708,2,399,,true,162,,,,3,,,Namur,After signing the deed,,,To be done up,7 m,4,,,110m²square meters,28m²square meters,,Semi equipped,10m²square meters,2,16m²square meters,14m²square meters,,1,,1,,,Yes,,No,399m²square meters,24 mmeters,,Yes,,,,,,708 kWh/m²kilowatt hour per square meters,G,20220301019436,Not specified,69926 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 250,000250000 €",€ 989989 €,No,Rue du centre 24 5060- Auvelais,http://www.century21.be/alliance,1205 - V640,Namur,,162m²square meters,North,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712982,9712982,house,villa,250000,forsale,5140,xl,installed,1970,good,fueloil,331,3,714,,true,,true,true,,3,6,,Namur,Depending on the tenant,,1970,Good,,4,,,150m²square meters,37m²square meters,Yes,Installed,11m²square meters,3,17m²square meters,15m²square meters,10m²square meters,1,,2,,Yes,Yes,,No,714m²square meters,,Connected,No,No,No,,Yes,No,331 kWh/m²kilowatt hour per square meters,D,20220118001387,83 kg CO₂/m²,98669 kWh/year,,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 250,000Make an offer starting from250000 €","€ 1,0261026 €",No,Avenue du centenaire53/4 1400- Nivelles,http://www.behomepartners.be,4628180,Namur,6,,,,3,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016046,10016046,house,house,320000,forsale,5377,xl,installed,1965,tobedoneup,fueloil,727,3,1208,true,true,,,,,1,2,,Namur,After signing the deed,,1965,To be done up,16 m,4,Isolated,,138m²square meters,31m²square meters,Yes,Installed,12m²square meters,3,14m²square meters,14m²square meters,11m²square meters,1,,2,,,Yes,Yes,No,1208m²square meters,27 mmeters,Connected,No,,,,Yes,,727 kWh/m²kilowatt hour per square meters,G,20160926024077,Not specified,Not specified,,Fuel oil,Yes,,,,,,,"€ 320,000320000 €",€ 902902 €,No,"Place Roi Albert 1er, 31 5580- Rochefort",,4803963,Namur,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984910,9984910,house,house,285000,forsale,5651,xl,installed,,,,111,3,101,,,,true,,,4,,,Namur,After signing the deed,,,,,3,,,145m²square meters,42m²square meters,Yes,Installed,12m²square meters,3,17m²square meters,13m²square meters,10m²square meters,1,1,2,,,,,No,101m²square meters,,,,,,,,,111 kWh/m²kilowatt hour per square meters,B,20200203008978,Not specified,19264 kWh/year,No,,Yes,,,,,,,"€ 285,000285000 €","€ 1,0221022 €",No,Chaussée de Charleroi 226 6220- Fleurus,http://www.davidrobin.be,6392 - 3244,Namur,,,,,4,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
